0 0 0 -nan inf inf -nan -nan 0 0
7.47 4.42434 0.415763 1.35224 0.410463 -0.675613 0.000257176 -0.000152381 0.986291 2.56725
7.48 4.43077 0.416134 1.35047 0.409303 -0.676035 0.000258426 -0.000153117 0.987502 2.56839
7.49 4.4372 0.416505 1.34871 0.408147 -0.676455 0.000259681 -0.000153856 0.988713 2.56954
7.5 4.44364 0.416875 1.34695 0.406994 -0.676874 0.000260943 -0.000154598 0.989924 2.57068
7.51 4.45007 0.417246 1.34519 0.405845 -0.67729 0.000262211 -0.000155344 0.991135 2.57182
7.52 4.45651 0.417616 1.34344 0.404699 -0.677704 0.000263484 -0.000156093 0.992346 2.57296
7.53 4.46295 0.417986 1.34169 0.403556 -0.678116 0.000264763 -0.000156846 0.993556 2.5741
7.54 4.46939 0.418356 1.33995 0.402417 -0.678526 0.000266049 -0.000157602 0.994767 2.57524
7.55 4.47583 0.418726 1.33821 0.401281 -0.678934 0.00026734 -0.000158362 0.995977 2.57638
7.56 4.48227 0.419096 1.33647 0.400148 -0.67934 0.000268637 -0.000159125 0.997187 2.57752
7.57 4.48871 0.419465 1.33474 0.399019 -0.679743 0.00026994 -0.000159891 0.998396 2.57865
7.58 4.49515 0.419835 1.33301 0.397893 -0.680145 0.00027125 -0.000160661 0.999606 2.57979
7.59 4.5016 0.420204 1.33129 0.396771 -0.680545 0.000272565 -0.000161435 1.00082 2.58092
7.6 4.50804 0.420573 1.32957 0.395652 -0.680943 0.000273886 -0.000162212 1.00202 2.58205
7.61 4.51449 0.420942 1.32786 0.394536 -0.681339 0.000275214 -0.000162993 1.00323 2.58319
7.62 4.52094 0.42131 1.32615 0.393423 -0.681732 0.000276548 -0.000163777 1.00444 2.58432
7.63 4.52738 0.421679 1.32444 0.392314 -0.682124 0.000277888 -0.000164565 1.00565 2.58545
7.64 4.53383 0.422047 1.32274 0.391208 -0.682514 0.000279234 -0.000165357 1.00686 2.58658
7.65 4.54028 0.422415 1.32105 0.390105 -0.682902 0.000280586 -0.000166152 1.00807 2.5877
7.66 4.54674 0.422783 1.31935 0.389006 -0.683288 0.000281945 -0.00016695 1.00927 2.58883
7.67 4.55319 0.423151 1.31766 0.387909 -0.683672 0.000283309 -0.000167753 1.01048 2.58996
7.68 4.55964 0.423519 1.31598 0.386816 -0.684055 0.00028468 -0.000168559 1.01169 2.59108
7.69 4.5661 0.423886 1.3143 0.385726 -0.684435 0.000286058 -0.000169369 1.0129 2.59221
7.7 4.57255 0.424254 1.31262 0.38464 -0.684813 0.000287442 -0.000170182 1.0141 2.59333
7.71 4.57901 0.424621 1.31095 0.383556 -0.68519 0.000288832 -0.000170999 1.01531 2.59445
7.72 4.58547 0.424988 1.30928 0.382476 -0.685564 0.000290228 -0.00017182 1.01652 2.59557
7.73 4.59193 0.425355 1.30761 0.381398 -0.685937 0.000291631 -0.000172644 1.01772 2.59669
7.74 4.59839 0.425722 1.30595 0.380324 -0.686308 0.000293041 -0.000173473 1.01893 2.59781
7.75 4.60485 0.426088 1.3043 0.379253 -0.686677 0.000294457 -0.000174305 1.02014 2.59893
7.76 4.61131 0.426455 1.30264 0.378185 -0.687044 0.000295879 -0.00017514 1.02134 2.60005
7.77 4.61777 0.426821 1.30099 0.37712 -0.687409 0.000297308 -0.00017598 1.02255 2.60116
7.78 4.62424 0.427187 1.29935 0.376059 -0.687772 0.000298743 -0.000176823 1.02375 2.60228
7.79 4.6307 0.427553 1.29771 0.375 -0.688134 0.000300185 -0.00017767 1.02496 2.60339
7.8 4.63717 0.427919 1.29607 0.373944 -0.688494 0.000301634 -0.000178521 1.02616 2.60451
7.81 4.64364 0.428285 1.29444 0.372892 -0.688852 0.000303089 -0.000179376 1.02737 2.60562
7.82 4.65011 0.42865 1.29281 0.371842 -0.689208 0.000304551 -0.000180235 1.02857 2.60673
7.83 4.65658 0.429016 1.29118 0.370796 -0.689563 0.00030602 -0.000181098 1.02978 2.60784
7.84 4.66305 0.429381 1.28956 0.369752 -0.689915 0.000307495 -0.000181964 1.03098 2.60895
7.85 4.66952 0.429746 1.28794 0.368711 -0.690266 0.000308977 -0.000182835 1.03219 2.61006
7.86 4.67599 0.430111 1.28632 0.367674 -0.690615 0.000310466 -0.000183709 1.03339 2.61117
7.87 4.68246 0.430476 1.28471 0.366639 -0.690962 0.000311961 -0.000184587 1.03459 2.61228
7.88 4.68894 0.43084 1.28311 0.365608 -0.691308 0.000313464 -0.000185469 1.0358 2.61338
7.89 4.69541 0.431205 1.2815 0.364579 -0.691652 0.000314973 -0.000186355 1.037 2.61449
7.9 4.70189 0.431569 1.2799 0.363553 -0.691994 0.000316489 -0.000187246 1.0382 2.61559
7.91 4.70837 0.431933 1.27831 0.36253 -0.692334 0.000318012 -0.00018814 1.03941 2.61669
7.92 4.71485 0.432297 1.27672 0.36151 -0.692673 0.000319542 -0.000189038 1.04061 2.6178
7.93 4.72133 0.432661 1.27513 0.360493 -0.69301 0.000321078 -0.00018994 1.04181 2.6189
7.94 4.72781 0.433024 1.27354 0.359479 -0.693345 0.000322622 -0.000190846 1.04301 2.62
7.95 4.73429 0.433388 1.27196 0.358468 -0.693679 0.000324173 -0.000191756 1.04422 2.6211
7.96 4.74077 0.433751 1.27039 0.35746 -0.694011 0.000325731 -0.000192671 1.04542 2.6222
7.97 4.74726 0.434114 1.26881 0.356454 -0.694341 0.000327296 -0.000193589 1.04662 2.62329
7.98 4.75374 0.434477 1.26724 0.355451 -0.69467 0.000328868 -0.000194512 1.04782 2.62439
7.99 4.76023 0.43484 1.26568 0.354451 -0.694997 0.000330447 -0.000195438 1.04902 2.62549
8 4.76672 0.435203 1.26411 0.353454 -0.695322 0.000332033 -0.000196369 1.05023 2.62658
8.01 4.77321 0.435566 1.26255 0.35246 -0.695645 0.000333626 -0.000197304 1.05143 2.62767
8.02 4.7797 0.435928 1.261 0.351469 -0.695967 0.000335227 -0.000198243 1.05263 2.62877
8.03 4.78619 0.43629 1.25945 0.35048 -0.696288 0.000336834 -0.000199186 1.05383 2.62986
8.04 4.79268 0.436653 1.2579 0.349494 -0.696606 0.000338449 -0.000200134 1.05503 2.63095
8.05 4.79917 0.437015 1.25635 0.348511 -0.696923 0.000340072 -0.000201085 1.05623 2.63204
8.06 4.80566 0.437376 1.25481 0.347531 -0.697239 0.000341701 -0.000202041 1.05743 2.63313
8.07 4.81216 0.437738 1.25328 0.346553 -0.697553 0.000343338 -0.000203001 1.05863 2.63422
8.08 4.81865 0.4381 1.25174 0.345578 -0.697865 0.000344982 -0.000203966 1.05983 2.63531
8.09 4.82515 0.438461 1.25021 0.344606 -0.698176 0.000346634 -0.000204934 1.06103 2.63639
8.1 4.83165 0.438822 1.24868 0.343636 -0.698485 0.000348293 -0.000205907 1.06223 2.63748
8.11 4.83815 0.439183 1.24716 0.34267 -0.698793 0.00034996 -0.000206885 1.06343 2.63856
8.12 4.84465 0.439544 1.24564 0.341706 -0.699099 0.000351634 -0.000207866 1.06463 2.63965
8.13 4.85115 0.439905 1.24412 0.340744 -0.699403 0.000353315 -0.000208852 1.06582 2.64073
8.14 4.85765 0.440266 1.24261 0.339785 -0.699706 0.000355004 -0.000209842 1.06702 2.64181
8.15 4.86415 0.440626 1.2411 0.338829 -0.700007 0.000356701 -0.000210837 1.06822 2.6429
8.16 4.87065 0.440987 1.23959 0.337876 -0.700307 0.000358405 -0.000211836 1.06942 2.64398
8.17 4.87716 0.441347 1.23809 0.336925 -0.700605 0.000360117 -0.00021284 1.07062 2.64506
8.18 4.88367 0.441707 1.23659 0.335977 -0.700902 0.000361836 -0.000213847 1.07181 2.64613
8.19 4.89017 0.442067 1.23509 0.335031 -0.701197 0.000363563 -0.00021486 1.07301 2.64721
8.2 4.89668 0.442427 1.2336 0.334089 -0.701491 0.000365298 -0.000215876 1.07421 2.64829
8.21 4.90319 0.442786 1.23211 0.333148 -0.701783 0.000367041 -0.000216898 1.07541 2.64937
8.22 4.9097 0.443146 1.23062 0.33221 -0.702074 0.000368791 -0.000217923 1.0766 2.65044
8.23 4.91621 0.443505 1.22914 0.331275 -0.702363 0.000370549 -0.000218954 1.0778 2.65151
8.24 4.92272 0.443864 1.22766 0.330343 -0.702651 0.000372315 -0.000219988 1.079 2.65259
8.25 4.92924 0.444223 1.22619 0.329413 -0.702938 0.000374089 -0.000221028 1.08019 2.65366
8.26 4.93575 0.444582 1.22471 0.328485 -0.703222 0.000375871 -0.000222071 1.08139 2.65473
8.27 4.94226 0.444941 1.22324 0.32756 -0.703506 0.000377661 -0.00022312 1.08259 2.6558
8.28 4.94878 0.4453 1.22178 0.326638 -0.703788 0.000379458 -0.000224173 1.08378 2.65687
8.29 4.9553 0.445658 1.22031 0.325718 -0.704068 0.000381264 -0.00022523 1.08498 2.65794
8.3 4.96182 0.446016 1.21885 0.324801 -0.704347 0.000383077 -0.000226293 1.08617 2.65901
8.31 4.96833 0.446374 1.2174 0.323886 -0.704625 0.000384899 -0.00022736 1.08737 2.66008
8.32 4.97485 0.446732 1.21594 0.322973 -0.704901 0.000386728 -0.000228431 1.08856 2.66115
8.33 4.98138 0.44709 1.21449 0.322063 -0.705176 0.000388566 -0.000229507 1.08976 2.66221
8.34 4.9879 0.447448 1.21305 0.321156 -0.705449 0.000390412 -0.000230588 1.09095 2.66328
8.35 4.99442 0.447806 1.2116 0.320251 -0.705721 0.000392266 -0.000231674 1.09215 2.66434
8.36 5.00095 0.448163 1.21016 0.319348 -0.705992 0.000394128 -0.000232764 1.09334 2.6654
8.37 5.00747 0.448521 1.20872 0.318448 -0.706261 0.000395999 -0.000233859 1.09454 2.66647
8.38 5.014 0.448878 1.20729 0.317551 -0.706529 0.000397877 -0.000234959 1.09573 2.66753
8.39 5.02052 0.449235 1.20586 0.316655 -0.706795 0.000399764 -0.000236063 1.09693 2.66859
8.4 5.02705 0.449592 1.20443 0.315763 -0.70706 0.00040166 -0.000237173 1.09812 2.66965
8.41 5.03358 0.449948 1.20301 0.314872 -0.707324 0.000403563 -0.000238287 1.09931 2.67071
8.42 5.04011 0.450305 1.20158 0.313984 -0.707586 0.000405475 -0.000239406 1.10051 2.67176
8.43 5.04664 0.450661 1.20017 0.313099 -0.707847 0.000407396 -0.00024053 1.1017 2.67282
8.44 5.05318 0.451018 1.19875 0.312215 -0.708106 0.000409325 -0.000241659 1.10289 2.67388
8.45 5.05971 0.451374 1.19734 0.311334 -0.708365 0.000411262 -0.000242792 1.10408 2.67493
8.46 5.06624 0.45173 1.19593 0.310456 -0.708622 0.000413208 -0.000243931 1.10528 2.67599
8.47 5.07278 0.452086 1.19452 0.30958 -0.708877 0.000415162 -0.000245074 1.10647 2.67704
8.48 5.07932 0.452442 1.19312 0.308706 -0.709131 0.000417125 -0.000246223 1.10766 2.6781
8.49 5.08585 0.452797 1.19172 0.307835 -0.709384 0.000419096 -0.000247376 1.10885 2.67915
8.5 5.09239 0.453153 1.19032 0.306965 -0.709636 0.000421077 -0.000248534 1.11005 2.6802
8.51 5.09893 0.453508 1.18893 0.306099 -0.709886 0.000423065 -0.000249697 1.11124 2.68125
8.52 5.10547 0.453863 1.18754 0.305234 -0.710135 0.000425063 -0.000250866 1.11243 2.6823
8.53 5.11201 0.454218 1.18615 0.304372 -0.710383 0.000427069 -0.000252039 1.11362 2.68335
8.54 5.11856 0.454573 1.18476 0.303512 -0.710629 0.000429084 -0.000253217 1.11481 2.6844
8.55 5.1251 0.454928 1.18338 0.302654 -0.710874 0.000431108 -0.000254401 1.116 2.68544
8.56 5.13164 0.455283 1.182 0.301799 -0.711118 0.00043314 -0.000255589 1.11719 2.68649
8.57 5.13819 0.455637 1.18063 0.300946 -0.711361 0.000435182 -0.000256783 1.11838 2.68754
8.58 5.14474 0.455992 1.17925 0.300095 -0.711602 0.000437232 -0.000257982 1.11957 2.68858
8.59 5.15128 0.456346 1.17788 0.299247 -0.711842 0.000439291 -0.000259185 1.12076 2.68963
8.6 5.15783 0.4567 1.17651 0.2984 -0.712081 0.00044136 -0.000260394 1.12195 2.69067
8.61 5.16438 0.457054 1.17515 0.297556 -0.712318 0.000443437 -0.000261609 1.12314 2.69171
8.62 5.17093 0.457408 1.17379 0.296714 -0.712554 0.000445523 -0.000262828 1.12433 2.69275
8.63 5.17748 0.457761 1.17243 0.295875 -0.712789 0.000447618 -0.000264053 1.12552 2.69379
8.64 5.18404 0.458115 1.17108 0.295037 -0.713023 0.000449723 -0.000265282 1.12671 2.69483
8.65 5.19059 0.458468 1.16972 0.294202 -0.713256 0.000451836 -0.000266517 1.1279 2.69587
8.66 5.19714 0.458822 1.16837 0.293369 -0.713487 0.000453959 -0.000267758 1.12909 2.69691
8.67 5.2037 0.459175 1.16703 0.292538 -0.713717 0.000456091 -0.000269003 1.13028 2.69795
8.68 5.21026 0.459528 1.16568 0.291709 -0.713946 0.000458232 -0.000270254 1.13147 2.69899
8.69 5.21681 0.459881 1.16434 0.290883 -0.714173 0.000460382 -0.00027151 1.13266 2.70002
8.7 5.22337 0.460233 1.163 0.290059 -0.7144 0.000462542 -0.000272772 1.13384 2.70106
8.71 5.22993 0.460586 1.16167 0.289236 -0.714625 0.000464711 -0.000274039 1.13503 2.70209
8.72 5.23649 0.460938 1.16033 0.288416 -0.714849 0.000466889 -0.000275311 1.13622 2.70313
8.73 5.24305 0.461291 1.159 0.287598 -0.715072 0.000469076 -0.000276589 1.13741 2.70416
8.74 5.24962 0.461643 1.15768 0.286783 -0.715294 0.000471274 -0.000277872 1.1386 2.70519
8.75 5.25618 0.461995 1.15635 0.285969 -0.715514 0.00047348 -0.00027916 1.13978 2.70622
8.76 5.26274 0.462347 1.15503 0.285158 -0.715734 0.000475696 -0.000280454 1.14097 2.70725
8.77 5.26931 0.462699 1.15371 0.284348 -0.715952 0.000477922 -0.000281754 1.14216 2.70828
8.78 5.27588 0.46305 1.1524 0.283541 -0.716169 0.000480157 -0.000283059 1.14334 2.70931
8.79 5.28244 0.463402 1.15108 0.282736 -0.716385 0.000482402 -0.000284369 1.14453 2.71034
8.8 5.28901 0.463753 1.14977 0.281932 -0.716599 0.000484656 -0.000285685 1.14572 2.71137
8.81 5.29558 0.464105 1.14846 0.281131 -0.716813 0.00048692 -0.000287007 1.1469 2.71239
8.82 5.30215 0.464456 1.14716 0.280332 -0.717025 0.000489194 -0.000288334 1.14809 2.71342
8.83 5.30872 0.464807 1.14586 0.279535 -0.717237 0.000491477 -0.000289667 1.14927 2.71444
8.84 5.31529 0.465158 1.14456 0.278741 -0.717447 0.000493771 -0.000291005 1.15046 2.71547
8.85 5.32187 0.465508 1.14326 0.277948 -0.717656 0.000496074 -0.000292349 1.15165 2.71649
8.86 5.32844 0.465859 1.14197 0.277157 -0.717864 0.000498387 -0.000293698 1.15283 2.71752
8.87 5.33502 0.466209 1.14068 0.276368 -0.71807 0.000500709 -0.000295054 1.15402 2.71854
8.88 5.34159 0.46656 1.13939 0.275582 -0.718276 0.000503042 -0.000296415 1.1552 2.71956
8.89 5.34817 0.46691 1.1381 0.274797 -0.71848 0.000505385 -0.000297781 1.15639 2.72058
8.9 5.35475 0.46726 1.13682 0.274014 -0.718684 0.000507738 -0.000299154 1.15757 2.7216
8.91 5.36133 0.46761 1.13554 0.273233 -0.718886 0.0005101 -0.000300532 1.15875 2.72262
8.92 5.36791 0.46796 1.13426 0.272455 -0.719087 0.000512473 -0.000301916 1.15994 2.72364
8.93 5.37449 0.468309 1.13298 0.271678 -0.719288 0.000514856 -0.000303305 1.16112 2.72465
8.94 5.38107 0.468659 1.13171 0.270903 -0.719487 0.000517249 -0.000304701 1.16231 2.72567
8.95 5.38766 0.469008 1.13044 0.270131 -0.719685 0.000519652 -0.000306102 1.16349 2.72669
8.96 5.39424 0.469358 1.12917 0.26936 -0.719882 0.000522065 -0.000307509 1.16467 2.7277
8.97 5.40083 0.469707 1.12791 0.268591 -0.720077 0.000524489 -0.000308922 1.16586 2.72872
8.98 5.40741 0.470056 1.12665 0.267824 -0.720272 0.000526923 -0.000310341 1.16704 2.72973
8.99 5.414 0.470405 1.12539 0.267059 -0.720466 0.000529367 -0.000311766 1.16822 2.73074
9 5.42059 0.470754 1.12413 0.266296 -0.720658 0.000531822 -0.000313197 1.16941 2.73175
9.01 5.42718 0.471102 1.12287 0.265535 -0.72085 0.000534287 -0.000314634 1.17059 2.73277
9.02 5.43377 0.471451 1.12162 0.264776 -0.721041 0.000536762 -0.000316076 1.17177 2.73378
9.03 5.44036 0.471799 1.12037 0.264019 -0.72123 0.000539248 -0.000317525 1.17295 2.73479
9.04 5.44695 0.472147 1.11913 0.263264 -0.721419 0.000541744 -0.00031898 1.17414 2.7358
9.05 5.45354 0.472496 1.11788 0.262511 -0.721606 0.000544251 -0.00032044 1.17532 2.7368
9.06 5.46014 0.472844 1.11664 0.261759 -0.721792 0.000546769 -0.000321907 1.1765 2.73781
9.07 5.46673 0.473191 1.1154 0.26101 -0.721978 0.000549297 -0.00032338 1.17768 2.73882
9.08 5.47333 0.473539 1.11416 0.260262 -0.722162 0.000551836 -0.000324859 1.17886 2.73982
9.09 5.47993 0.473887 1.11293 0.259516 -0.722345 0.000554385 -0.000326344 1.18004 2.74083
9.1 5.48652 0.474234 1.1117 0.258772 -0.722528 0.000556945 -0.000327835 1.18123 2.74183
9.11 5.49312 0.474582 1.11047 0.25803 -0.722709 0.000559516 -0.000329333 1.18241 2.74284
9.12 5.49972 0.474929 1.10924 0.25729 -0.722889 0.000562098 -0.000330836 1.18359 2.74384
9.13 5.50632 0.475276 1.10802 0.256552 -0.723069 0.000564691 -0.000332346 1.18477 2.74484
9.14 5.51292 0.475623 1.1068 0.255815 -0.723247 0.000567294 -0.000333862 1.18595 2.74585
9.15 5.51953 0.47597 1.10558 0.255081 -0.723424 0.000569908 -0.000335384 1.18713 2.74685
9.16 5.52613 0.476317 1.10436 0.254348 -0.7236 0.000572534 -0.000336913 1.18831 2.74785
9.17 5.53274 0.476663 1.10315 0.253617 -0.723776 0.00057517 -0.000338447 1.18949 2.74885
9.18 5.53934 0.47701 1.10193 0.252888 -0.72395 0.000577818 -0.000339988 1.19067 2.74985
9.19 5.54595 0.477356 1.10072 0.25216 -0.724124 0.000580476 -0.000341536 1.19185 2.75084
9.2 5.55256 0.477702 1.09952 0.251435 -0.724296 0.000583146 -0.00034309 1.19303 2.75184
9.21 5.55917 0.478048 1.09831 0.250711 -0.724467 0.000585826 -0.00034465 1.19421 2.75284
9.22 5.56578 0.478394 1.09711 0.249989 -0.724638 0.000588518 -0.000346216 1.19538 2.75383
9.23 5.57239 0.47874 1.09591 0.249269 -0.724807 0.000591222 -0.000347789 1.19656 2.75483
9.24 5.579 0.479086 1.09471 0.248551 -0.724976 0.000593936 -0.000349368 1.19774 2.75582
9.25 5.58561 0.479431 1.09352 0.247834 -0.725144 0.000596662 -0.000350954 1.19892 2.75682
9.26 5.59222 0.479777 1.09233 0.24712 -0.72531 0.000599399 -0.000352547 1.2001 2.75781
9.27 5.59884 0.480122 1.09114 0.246407 -0.725476 0.000602147 -0.000354145 1.20128 2.7588
9.28 5.60545 0.480467 1.08995 0.245695 -0.725641 0.000604907 -0.000355751 1.20246 2.75979
9.29 5.61207 0.480813 1.08876 0.244986 -0.725805 0.000607679 -0.000357363 1.20363 2.76079
9.3 5.61869 0.481158 1.08758 0.244278 -0.725967 0.000610462 -0.000358981 1.20481 2.76178
9.31 5.62531 0.481502 1.0864 0.243572 -0.726129 0.000613256 -0.000360606 1.20599 2.76277
9.32 5.63193 0.481847 1.08522 0.242868 -0.726291 0.000616062 -0.000362238 1.20717 2.76375
9.33 5.63855 0.482192 1.08404 0.242165 -0.726451 0.00061888 -0.000363876 1.20834 2.76474
9.34 5.64517 0.482536 1.08287 0.241465 -0.72661 0.000621709 -0.000365521 1.20952 2.76573
9.35 5.65179 0.482881 1.0817 0.240766 -0.726768 0.000624551 -0.000367173 1.2107 2.76672
9.36 5.65841 0.483225 1.08053 0.240068 -0.726926 0.000627403 -0.000368831 1.21187 2.7677
9.37 5.66504 0.483569 1.07936 0.239373 -0.727082 0.000630268 -0.000370496 1.21305 2.76869
9.38 5.67166 0.483913 1.0782 0.238679 -0.727238 0.000633145 -0.000372168 1.21423 2.76967
9.39 5.67829 0.484257 1.07704 0.237986 -0.727392 0.000636033 -0.000373846 1.2154 2.77066
9.4 5.68491 0.484601 1.07588 0.237296 -0.727546 0.000638933 -0.000375532 1.21658 2.77164
9.41 5.69154 0.484944 1.07472 0.236607 -0.727699 0.000641846 -0.000377224 1.21775 2.77262
9.42 5.69817 0.485288 1.07356 0.23592 -0.727851 0.00064477 -0.000378923 1.21893 2.7736
9.43 5.7048 0.485631 1.07241 0.235234 -0.728002 0.000647706 -0.000380629 1.2201 2.77458
9.44 5.71143 0.485974 1.07126 0.23455 -0.728153 0.000650655 -0.000382341 1.22128 2.77557
9.45 5.71806 0.486317 1.07011 0.233868 -0.728302 0.000653615 -0.000384061 1.22245 2.77654
9.46 5.7247 0.48666 1.06896 0.233188 -0.72845 0.000656588 -0.000385788 1.22363 2.77752
9.47 5.73133 0.487003 1.06782 0.232509 -0.728598 0.000659573 -0.000387521 1.2248 2.7785
9.48 5.73797 0.487346 1.06668 0.231832 -0.728745 0.00066257 -0.000389262 1.22598 2.77948
9.49 5.7446 0.487689 1.06554 0.231156 -0.728891 0.000665579 -0.000391009 1.22715 2.78046
9.5 5.75124 0.488031 1.0644 0.230482 -0.729036 0.000668601 -0.000392764 1.22833 2.78143
9.51 5.75788 0.488374 1.06326 0.22981 -0.72918 0.000671635 -0.000394525 1.2295 2.78241
9.52 5.76451 0.488716 1.06213 0.229139 -0.729324 0.000674682 -0.000396294 1.23067 2.78338
9.53 5.77115 0.489058 1.061 0.22847 -0.729466 0.000677741 -0.000398069 1.23185 2.78436
9.54 5.77779 0.4894 1.05987 0.227803 -0.729608 0.000680813 -0.000399852 1.23302 2.78533
9.55 5.78444 0.489742 1.05875 0.227137 -0.729749 0.000683897 -0.000401642 1.2342 2.7863
9.56 5.79108 0.490084 1.05762 0.226473 -0.729889 0.000686994 -0.000403439 1.23537 2.78728
9.57 5.79772 0.490426 1.0565 0.22581 -0.730028 0.000690103 -0.000405244 1.23654 2.78825
9.58 5.80437 0.490767 1.05538 0.225149 -0.730166 0.000693225 -0.000407055 1.23771 2.78922
9.59 5.81101 0.491109 1.05426 0.224489 -0.730304 0.00069636 -0.000408874 1.23889 2.79019
9.6 5.81766 0.49145 1.05315 0.223831 -0.73044 0.000699507 -0.0004107 1.24006 2.79116
9.61 5.82431 0.491791 1.05203 0.223175 -0.730576 0.000702668 -0.000412533 1.24123 2.79213
9.62 5.83095 0.492132 1.05092 0.22252 -0.730711 0.000705841 -0.000414374 1.2424 2.7931
9.63 5.8376 0.492473 1.04981 0.221867 -0.730845 0.000709027 -0.000416222 1.24358 2.79406
9.64 5.84425 0.492814 1.0487 0.221216 -0.730979 0.000712226 -0.000418077 1.24475 2.79503
9.65 5.8509 0.493155 1.0476 0.220566 -0.731112 0.000715438 -0.00041994 1.24592 2.796
9.66 5.85756 0.493496 1.0465 0.219917 -0.731243 0.000718664 -0.00042181 1.24709 2.79696
9.67 5.86421 0.493836 1.0454 0.21927 -0.731374 0.000721902 -0.000423687 1.24826 2.79793
9.68 5.87086 0.494177 1.0443 0.218625 -0.731505 0.000725153 -0.000425572 1.24943 2.79889
9.69 5.87752 0.494517 1.0432 0.217981 -0.731634 0.000728418 -0.000427464 1.2506 2.79985
9.7 5.88417 0.494857 1.04211 0.217339 -0.731763 0.000731695 -0.000429364 1.25178 2.80082
9.71 5.89083 0.495197 1.04101 0.216698 -0.731891 0.000734986 -0.000431272 1.25295 2.80178
9.72 5.89749 0.495537 1.03992 0.216058 -0.732018 0.000738291 -0.000433187 1.25412 2.80274
9.73 5.90415 0.495877 1.03884 0.215421 -0.732144 0.000741608 -0.000435109 1.25529 2.8037
9.74 5.9108 0.496217 1.03775 0.214784 -0.732269 0.000744939 -0.000437039 1.25646 2.80466
9.75 5.91747 0.496556 1.03667 0.21415 -0.732394 0.000748284 -0.000438977 1.25763 2.80562
9.76 5.92413 0.496896 1.03558 0.213516 -0.732518 0.000751642 -0.000440922 1.2588 2.80658
9.77 5.93079 0.497235 1.0345 0.212885 -0.732641 0.000755013 -0.000442875 1.25997 2.80754
9.78 5.93745 0.497574 1.03343 0.212254 -0.732764 0.000758398 -0.000444836 1.26114 2.8085
9.79 5.94412 0.497913 1.03235 0.211626 -0.732886 0.000761797 -0.000446805 1.26231 2.80945
9.8 5.95078 0.498252 1.03128 0.210998 -0.733007 0.000765209 -0.000448781 1.26347 2.81041
9.81 5.95745 0.498591 1.0302 0.210372 -0.733127 0.000768635 -0.000450765 1.26464 2.81136
9.82 5.96412 0.49893 1.02913 0.209748 -0.733246 0.000772075 -0.000452757 1.26581 2.81232
9.83 5.97078 0.499269 1.02807 0.209125 -0.733365 0.000775529 -0.000454756 1.26698 2.81327
9.84 5.97745 0.499607 1.027 0.208504 -0.733483 0.000778996 -0.000456764 1.26815 2.81423
9.85 5.98412 0.499946 1.02594 0.207884 -0.7336 0.000782477 -0.000458779 1.26932 2.81518
9.86 5.99079 0.500284 1.02488 0.207265 -0.733716 0.000785973 -0.000460802 1.27049 2.81613
9.87 5.99746 0.500622 1.02382 0.206648 -0.733832 0.000789482 -0.000462833 1.27165 2.81708
9.88 6.00414 0.50096 1.02276 0.206033 -0.733947 0.000793005 -0.000464872 1.27282 2.81804
9.89 6.01081 0.501298 1.0217 0.205418 -0.734061 0.000796543 -0.000466919 1.27399 2.81899
9.9 6.01749 0.501636 1.02065 0.204806 -0.734175 0.000800094 -0.000468974 1.27516 2.81994
9.91 6.02416 0.501974 1.0196 0.204194 -0.734288 0.00080366 -0.000471037 1.27632 2.82088
9.92 6.03084 0.502311 1.01855 0.203584 -0.7344 0.00080724 -0.000473108 1.27749 2.82183
9.93 6.03752 0.502649 1.0175 0.202976 -0.734511 0.000810834 -0.000475187 1.27866 2.82278
9.94 6.04419 0.502986 1.01645 0.202369 -0.734622 0.000814443 -0.000477275 1.27983 2.82373
9.95 6.05087 0.503324 1.01541 0.201763 -0.734732 0.000818066 -0.00047937 1.28099 2.82467
9.96 6.05755 0.503661 1.01437 0.201159 -0.734841 0.000821703 -0.000481473 1.28216 2.82562
9.97 6.06423 0.503998 1.01333 0.200556 -0.734949 0.000825355 -0.000483585 1.28333 2.82657
9.98 6.07092 0.504335 1.01229 0.199955 -0.735057 0.000829021 -0.000485705 1.28449 2.82751
9.99 6.0776 0.504672 1.01125 0.199355 -0.735164 0.000832702 -0.000487833 1.28566 2.82845
